"sr-only","_stackIconOrSpinner_70ihm_58 src","_projectRowCell_70ihm_20 href","_twoLineEllipsis_70ihm_95","_twoLineEllipsis_70ihm_95 2","_projectRowCell_70ihm_20 2","_projectRowCell_70ihm_20 3","_projectRowCell_70ihm_20 4","sr-only 2"
"Select KoboldAI-OpenCog Integration Setup (forked)","https://c.staticblitz.com/assets/frameworks/express-dark-ff32f0f0868e04958020499cadbee86eca4ac18159f2bc1ab8e4b8d68d66cdfe.svg","https://stackblitz.com/edit/sb1-dfdr2s","KoboldAI-OpenCog Integration Setup (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","1","11 months ago","Open actions for KoboldAI-OpenCog Integration Setup (forked)"
"Select Comprehensive Skincare Analysis System (forked)","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-wd7myh","Comprehensive Skincare Analysis System (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","11 months ago","Open actions for Comprehensive Skincare Analysis System (forked)"
"Select Quasar Starter","https://c.staticblitz.com/assets/frameworks/quasar-3395cd1a470c34b0044da872cc5031ab5845e876735bf40f15f0e3a449f55ffe.svg","https://stackblitz.com/edit/stackblitz-starters-wh5m5p","Quasar Starter","A Quasar CLI with Vite starter project.","1","0","11 months ago","Open actions for Quasar Starter"
"Select Setup Mitochondrial Workspace (forked)","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-myr6q2","Setup Mitochondrial Workspace (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","11 months ago","Open actions for Setup Mitochondrial Workspace (forked)"
"Select Deep Tree Echo Agent Implementation (forked)","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-wp9y51","Deep Tree Echo Agent Implementation (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","11 months ago","Open actions for Deep Tree Echo Agent Implementation (forked)"
"Select Memory System Implementation (forked)","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-b9t8xy","Memory System Implementation (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","11 months ago","Open actions for Memory System Implementation (forked)"
"Select Distributed Cognitive System Implementation (forked)","https://c.staticblitz.com/assets/frameworks/typescript-d0ac842a3beaf6eb9ac86fb1146a413e575362e16b534dfaa7ad663417a4238d.svg","https://stackblitz.com/edit/sb1-vutput","Distributed Cognitive System Implementation (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","1","11 months ago","Open actions for Distributed Cognitive System Implementation (forked)"
"Select Language Learning Model Implementation Guide (forked)","https://c.staticblitz.com/assets/frameworks/express-dark-ff32f0f0868e04958020499cadbee86eca4ac18159f2bc1ab8e4b8d68d66cdfe.svg","https://stackblitz.com/edit/sb1-hg6mss","Language Learning Model Implementation Guide (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","11 months ago","Open actions for Language Learning Model Implementation Guide (forked)"
"Select Language Learning Model Implementation Guide (forked)","https://c.staticblitz.com/assets/frameworks/express-dark-ff32f0f0868e04958020499cadbee86eca4ac18159f2bc1ab8e4b8d68d66cdfe.svg","https://stackblitz.com/edit/sb1-gc1o4i","Language Learning Model Implementation Guide (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","1","11 months ago","Open actions for Language Learning Model Implementation Guide (forked)"
"Select Language Learning Model Implementation Guide (forked)","https://c.staticblitz.com/assets/frameworks/express-dark-ff32f0f0868e04958020499cadbee86eca4ac18159f2bc1ab8e4b8d68d66cdfe.svg","https://stackblitz.com/edit/sb1-n8bdhc","Language Learning Model Implementation Guide (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","1","11 months ago","Open actions for Language Learning Model Implementation Guide (forked)"
"Select Recursive Agent Architecture Implementation (forked)","","https://stackblitz.com/edit/sb1-pj71we","Recursive Agent Architecture Implementation (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","1","11 months ago","Open actions for Recursive Agent Architecture Implementation (forked)"
"Select Language Learning Model Implementation Guide (forked)","https://c.staticblitz.com/assets/frameworks/express-dark-ff32f0f0868e04958020499cadbee86eca4ac18159f2bc1ab8e4b8d68d66cdfe.svg","https://stackblitz.com/edit/sb1-8qlbtv","Language Learning Model Implementation Guide (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","1","11 months ago","Open actions for Language Learning Model Implementation Guide (forked)"
"Select Language Learning Model Implementation Guide (forked)","https://c.staticblitz.com/assets/frameworks/express-dark-ff32f0f0868e04958020499cadbee86eca4ac18159f2bc1ab8e4b8d68d66cdfe.svg","https://stackblitz.com/edit/sb1-gz8xbs","Language Learning Model Implementation Guide (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","1","11 months ago","Open actions for Language Learning Model Implementation Guide (forked)"
"Select Language Learning Model Implementation Guide (forked)","https://c.staticblitz.com/assets/frameworks/express-dark-ff32f0f0868e04958020499cadbee86eca4ac18159f2bc1ab8e4b8d68d66cdfe.svg","https://stackblitz.com/edit/sb1-7vx2jn","Language Learning Model Implementation Guide (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","2","11 months ago","Open actions for Language Learning Model Implementation Guide (forked)"
"Select Memoized Groundhog Implementation (forked)","https://c.staticblitz.com/assets/frameworks/typescript-d0ac842a3beaf6eb9ac86fb1146a413e575362e16b534dfaa7ad663417a4238d.svg","https://stackblitz.com/edit/sb1-w8acgb","Memoized Groundhog Implementation (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","11 months ago","Open actions for Memoized Groundhog Implementation (forked)"
"Select Hierarchical Self-Image Building System (forked)","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-yizdeh","Hierarchical Self-Image Building System (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","11 months ago","Open actions for Hierarchical Self-Image Building System (forked)"
"Select jq starter (forked)","https://c.staticblitz.com/assets/frameworks/vite-f5c7bcaebdedd6462c93da392c1ec56f0b3cfa4b22561becb13815f1b7cc8db8.svg","https://stackblitz.com/edit/jq-starter-vubmqz","jq starter (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","11 months ago","Open actions for jq starter (forked)"
"Select Implementing Memory Atomization System (forked)","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-vognvq","Implementing Memory Atomization System (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","1","11 months ago","Open actions for Implementing Memory Atomization System (forked)"
"Select Agent Zero Framework Implementation (forked)","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-vzo8ss","Agent Zero Framework Implementation (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","11 months ago","Open actions for Agent Zero Framework Implementation (forked)"
"Select SysCog (forked)","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-dd2bns","SysCog (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","11 months ago","Open actions for SysCog (forked)"
"Select Memory Atomization System (BoltCog)","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-aersqp","Memory Atomization System (BoltCog)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","2","11 months ago","Open actions for Memory Atomization System (BoltCog)"
"Select Deep Tree Echo ReservoirTy","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-ycrfcb","Deep Tree Echo ReservoirTy","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","11 months ago","Open actions for Deep Tree Echo ReservoirTy"
"Select Wrangler Configuration Tutorial (forked)","https://c.staticblitz.com/assets/frameworks/typescript-d0ac842a3beaf6eb9ac86fb1146a413e575362e16b534dfaa7ad663417a4238d.svg","https://stackblitz.com/edit/sb1-qkjyq3","Wrangler Configuration Tutorial (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","2","11 months ago","Open actions for Wrangler Configuration Tutorial (forked)"
"Select Bolt System Echo (v4)","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-gufbwwxl","Bolt System Echo (v4)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","1","11 months ago","Open actions for Bolt System Echo (v4)"
"Select Drzo - Hyperbolt.diy (v2)","https://c.staticblitz.com/assets/frameworks/webcontainer-api-dark-728cf1506c01a3f6108d56cb9eb0364861327ee821fec51ddc7370d70637d19b.svg","https://stackblitz.com/edit/github-7uh7fuyc-9zvqzjcz","Drzo - Hyperbolt.diy (v2)","Run Hyperbolt.Diy created by Drzo on StackBlitz","1","0","11 months ago","Open actions for Drzo - Hyperbolt.diy (v2)"
"Select AI Playground with Astro Eliza (v1)","https://c.staticblitz.com/assets/frameworks/astro-dark-abb84b9d6894aa953ba38e052fc46649c4f102432d2cbcc34b81ab2b9f25e798.svg","https://stackblitz.com/edit/sb1-udn4zhmh","AI Playground with Astro Eliza (v1)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","11 months ago","Open actions for AI Playground with Astro Eliza (v1)"
"Select Bolt System Echo (v9)","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-dtsbb2c2","Bolt System Echo (v9)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","1","11 months ago","Open actions for Bolt System Echo (v9)"
"Select ChatGPT (v1)","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/github-ae4hzvck-sxwvwebv","ChatGPT (v1)","🔮 ChatGPT Desktop Application (Mac, Windows and Linux)","1","1","11 months ago","Open actions for ChatGPT (v1)"
"Select Deep Tree Echo Dashboard Interface (41222) (forked)","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-x7djrt98","Deep Tree Echo Dashboard Interface (41222) (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","11 months ago","Open actions for Deep Tree Echo Dashboard Interface (41222) (forked)"
"Select Deep Tree Echo Dashboard Interface (41222)","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-fendpprd","Deep Tree Echo Dashboard Interface (41222)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","1","11 months ago","Open actions for Deep Tree Echo Dashboard Interface (41222)"
"Select OpenCog Package Manager for AGI-OS (vx1)","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/bolt-shadcn-1hu1bygt","OpenCog Package Manager for AGI-OS (vx1)","","1","1","11 months ago","Open actions for OpenCog Package Manager for AGI-OS (vx1)"
"Select Echocog - Bolt.echo (v2)","https://c.staticblitz.com/assets/frameworks/remix-a7e8aafe42cee590df4d89239ae4d8975998dfafd3db606802466ebb42da1676.svg","https://stackblitz.com/edit/github-zaywbqis-dvtw179c","Echocog - Bolt.echo (v2)","Prompt, run, edit, and deploy full-stack web applications","1","1","11 months ago","Open actions for Echocog - Bolt.echo (v2)"
"Select Node.js (forked)","","https://stackblitz.com/edit/node-ftf3rjwk","Node.js (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","11 months ago","Open actions for Node.js (forked)"
"Select Node test case (forked)","","https://stackblitz.com/edit/stackblitz-starters-uwughapk","Node test case (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine","1","0","11 months ago","Open actions for Node test case (forked)"
"Select Vitejs - Vite (forked)","https://c.staticblitz.com/assets/frameworks/vite-f5c7bcaebdedd6462c93da392c1ec56f0b3cfa4b22561becb13815f1b7cc8db8.svg","https://stackblitz.com/edit/vitejs-vite-v551gdfk","Vitejs - Vite (forked)","Next generation frontend tooling. It's fast!","1","0","11 months ago","Open actions for Vitejs - Vite (forked)"
"Select Stackblitz - Webcontainer Api Starter (forked)","https://c.staticblitz.com/assets/frameworks/webcontainer-api-dark-728cf1506c01a3f6108d56cb9eb0364861327ee821fec51ddc7370d70637d19b.svg","https://stackblitz.com/edit/stackblitz-webcontainer-api-starter-7upaow3l","Stackblitz - Webcontainer Api Starter (forked)","Run Webcontainer API Starter created by Stackblitz on StackBlitz","1","0","11 months ago","Open actions for Stackblitz - Webcontainer Api Starter (forked)"
"Select Stackblitz - Webcontainer Api Starter (forked)","https://c.staticblitz.com/assets/frameworks/webcontainer-api-dark-728cf1506c01a3f6108d56cb9eb0364861327ee821fec51ddc7370d70637d19b.svg","https://stackblitz.com/edit/stackblitz-webcontainer-api-starter-yu9dwzee","Stackblitz - Webcontainer Api Starter (forked)","Run Webcontainer API Starter created by Stackblitz on StackBlitz","1","0","11 months ago","Open actions for Stackblitz - Webcontainer Api Starter (forked)"
"Select Persist DTE (v1)","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/bolt-shadcn-grhxpg58","Persist DTE (v1)","","1","1","11 months ago","Open actions for Persist DTE (v1)"
"Select HyperCog (v7) (forked)","https://c.staticblitz.com/assets/frameworks/typescript-d0ac842a3beaf6eb9ac86fb1146a413e575362e16b534dfaa7ad663417a4238d.svg","https://stackblitz.com/edit/hypercog-v7-1kweken2","HyperCog (v7) (forked)","The default SvelteKit template, generated with create-svelte","1","1","11 months ago","Open actions for HyperCog (v7) (forked)"
"Select Next.js shadcn/ui FINE (v2a)","https://c.staticblitz.com/assets/frameworks/next-dark-e07aecceb66f0cb0c7d77745658c403d53376f4b8fa0132a67a8fbdf45c07f4b.svg","https://stackblitz.com/edit/bolt-nextjs-shadcn-jgz3wnxk","Next.js shadcn/ui FINE (v2a)","","1","1","11 months ago","Open actions for Next.js shadcn/ui FINE (v2a)"
"Select Next.js shadcn/ui FINE (v1)","https://c.staticblitz.com/assets/frameworks/next-dark-e07aecceb66f0cb0c7d77745658c403d53376f4b8fa0132a67a8fbdf45c07f4b.svg","https://stackblitz.com/edit/bolt-nextjs-shadcn-96zqhgwp","Next.js shadcn/ui FINE (v1)","","1","1","11 months ago","Open actions for Next.js shadcn/ui FINE (v1)"
"Select AI Chatbot Conversation Interface (forked)","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-hrz4fl","AI Chatbot Conversation Interface (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","1","11 months ago","Open actions for AI Chatbot Conversation Interface (forked)"
"Select Bolt System Echo (v5)","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-uqwqjcl8","Bolt System Echo (v5)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","1","11 months ago","Open actions for Bolt System Echo (v5)"
"Select Bolt System Echo (v7)","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-vjv9dknb","Bolt System Echo (v7)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","1","11 months ago","Open actions for Bolt System Echo (v7)"
